customer_id,age,gender,region,education,income_bracket,tenure_months,num_products,monthly_spend,payment_delay_days,support_tickets_6mo,login_frequency_monthly,last_interaction_days,satisfaction_score,contract_type,has_loyalty_program,referral_count,treatment,offer_type,uplift_segment,churn
CUST00203,52,Female,East,Bachelor,Lower-Mid,49,2,61.21,30.0,1,11,28,3.0,Month-to-Month,0,1,0,None,Sure Thing,0
CUST02962,32,Female,North,High School,Upper-Mid,1,2,52.63,0.0,1,8,1,2.0,Month-to-Month,1,2,1,Loyalty Bonus,Sleeping Dog,1
CUST01878,37,Male,West,Bachelor,Mid,83,3,84.01,7.0,2,11,73,,Month-to-Month,1,0,1,Personal Outreach,Sure Thing,1
CUST03395,63,Male,Central,Bachelor,Upper-Mid,10,1,131.99,2.0,1,8,37,3.0,One Year,0,2,1,Loyalty Bonus,Lost Cause,1
CUST03380,31,Female,West,Bachelor,Upper-Mid,23,1,75.35,0.0,0,8,58,4.0,Two Year,0,4,1,Personal Outreach,Sleeping Dog,0
CUST02652,58,Female,Central,Diploma,Mid,57,1,46.91,0.0,1,14,5,5.0,Month-to-Month,1,1,0,None,Sure Thing,0
CUST02238,28,Male,South,Diploma,Lower-Mid,9,2,41.06,0.0,1,10,17,3.0,Two Year,1,1,0,None,Sure Thing,0
CUST02113,40,Male,West,Master,Mid,66,2,76.26,0.0,0,12,5,2.0,Month-to-Month,1,2,1,Loyalty Bonus,Persuadable,0
CUST02332,39,Male,South,Bachelor,Mid,48,2,44.15,0.0,1,8,10,3.0,Two Year,1,1,0,None,Lost Cause,0
CUST00439,19,Male,East,Master,Low,61,3,136.88,0.0,0,10,2,4.0,Month-to-Month,0,0,1,Loyalty Bonus,Persuadable,0
CUST00327,53,Female,West,Bachelor,Mid,15,1,172.36,,3,14,12,5.0,Two Year,1,2,1,Free Upgrade,Sleeping Dog,1
CUST01159,51,male,East,High School,Upper-Mid,10,1,43.76,0.0,3,7,39,1.0,Two Year,0,0,0,None,Sleeping Dog,1
CUST03210,45,Female,West,Diploma,Mid,115,1,105.09,15.0,3,7,1,3.0,Two Year,1,0,0,None,Sleeping Dog,0
CUST02526,45,Male,East,Bachelor,Lower-Mid,4,2,117.58,3.0,1,7,2,4.0,Two Year,0,0,1,Discount,Persuadable,0
CUST00388,62,Male,East,Master,Upper-Mid,64,2,21.46,15.0,0,10,2,2.0,Month-to-Month,0,1,1,Personal Outreach,Persuadable,0
CUST01042,34,Female,West,Bachelor,Upper-Mid,1,1,56.71,,1,8,4,4.0,One Year,0,0,1,Free Upgrade,Lost Cause,1
CUST02187,22,Male,Central,Master,Lower-Mid,25,2,53.83,0.0,1,9,15,2.0,Month-to-Month,0,1,0,None,Sleeping Dog,1
CUST01188,37,Female,Central,Diploma,Mid,46,1,69.61,3.0,2,6,8,1.0,Month-to-Month,1,1,1,Discount,Sleeping Dog,1
CUST00282,47,Other,South,Bachelor,Low,1,2,130.46,10.0,0,8,8,4.0,Month-to-Month,0,0,1,Discount,Sure Thing,1
CUST02092,43,Female,Central,Diploma,Upper-Mid,118,1,114.94,5.0,4,8,18,4.0,Two Year,0,0,1,Discount,Persuadable,0
CUST00352,57,Female,North,Bachelor,Upper-Mid,76,2,98.87,7.0,3,10,10,2.0,One Year,1,0,1,Discount,Sure Thing,0
CUST01356,18,Female,East,High School,Lower-Mid,20,1,82.95,2.0,0,6,13,3.0,Two Year,1,1,0,None,Persuadable,0
CUST01872,37,Male,East,,High,6,1,54.68,5.0,1,5,26,2.0,Two Year,1,2,0,None,Sleeping Dog,0
CUST01756,56,Female,East,Bachelor,Lower-Mid,26,1,62.2,15.0,3,8,16,1.0,Month-to-Month,0,0,1,Discount,Sure Thing,1
CUST01596,27,Male,Central,Bachelor,Mid,3,4,27.27,15.0,2,4,12,2.0,Month-to-Month,0,0,1,Free Upgrade,Sleeping Dog,1
CUST02351,52,Female,East,Bachelor,Mid,19,1,50.75,15.0,0,6,33,4.0,One Year,0,1,0,None,Lost Cause,0
CUST00043,38,Female,West,Diploma,Upper-Mid,26,4,59.59,,1,9,1,,One Year,1,1,0,None,Sure Thing,0
CUST02264,27,Male,South,High School,Upper-Mid,27,4,38.75,5.0,1,10,1,2.0,Month-to-Month,1,1,1,Discount,Lost Cause,1
CUST02844,25,Female,North,Bachelor,Upper-Mid,6,2,90.09,5.0,2,3,15,3.0,Month-to-Month,1,1,0,None,Lost Cause,1
CUST00102,34,Female,Central,Bachelor,Mid,62,1,33.26,5.0,3,12,1,3.0,One Year,1,0,1,Discount,Persuadable,0
CUST03157,25,Female,North,Master,Low,26,1,84.18,0.0,1,8,1,4.0,Month-to-Month,0,1,1,Discount,Sleeping Dog,1
CUST03456,64,Female,North,Bachelor,High,1,1,35.12,15.0,1,6,36,3.0,Month-to-Month,1,2,0,None,Persuadable,1
CUST00447,44,Female,West,High School,Low,27,1,16.76,1.0,1,8,44,2.0,One Year,0,1,1,Discount,Sleeping Dog,1
CUST02358,41,Male,West,Master,Upper-Mid,10,2,23.42,15.0,1,8,9,4.0,One Year,1,2,0,None,Lost Cause,0
CUST01274,36,Female,East,Diploma,Lower-Mid,22,2,51.22,5.0,3,6,36,5.0,Month-to-Month,0,2,0,None,Persuadable,0
CUST00135,28,Female,East,Diploma,High,4,1,27.68,0.0,1,14,71,4.0,Month-to-Month,0,2,0,None,Lost Cause,1
CUST00575,49,Male,North,PhD,Lower-Mid,39,2,56.04,1.0,0,7,19,4.0,One Year,1,0,0,None,Sure Thing,0
CUST01921,18,Female,North,High School,Upper-Mid,17,3,60.08,10.0,2,4,2,4.0,One Year,0,0,0,None,Sleeping Dog,0
CUST00877,33,Female,Central,Bachelor,Mid,6,1,38.33,0.0,1,10,4,2.0,Month-to-Month,0,0,0,None,Sleeping Dog,1
CUST03072,60,Male,Central,Bachelor,High,32,1,65.74,30.0,1,12,22,2.0,Two Year,0,2,1,Discount,Persuadable,0
CUST02609,50,Female,Central,High School,Mid,57,1,29.96,0.0,2,5,15,2.0,One Year,0,0,0,None,Sleeping Dog,1
CUST00857,30,Male,North,,Lower-Mid,45,2,118.14,10.0,0,12,15,,Month-to-Month,0,0,1,Free Upgrade,Sure Thing,1
CUST00129,41,Male,Central,Master,Low,4,2,76.54,0.0,2,10,72,2.0,Two Year,1,1,1,Free Upgrade,Persuadable,0
CUST01962,43,Male,West,Bachelor,Mid,15,2,110.98,,2,4,4,4.0,One Year,0,0,1,Loyalty Bonus,Persuadable,0
CUST02475,43,Male,West,Master,Lower-Mid,34,3,38.77,15.0,1,5,29,2.0,One Year,1,1,1,Loyalty Bonus,Lost Cause,1
CUST00748,30,Female,East,Bachelor,Upper-Mid,120,1,89.12,15.0,2,7,32,2.0,One Year,0,1,0,None,Persuadable,0
CUST01809,21,Female,South,Bachelor,Lower-Mid,26,1,65.36,0.0,2,10,62,3.0,Month-to-Month,0,4,1,Discount,Lost Cause,1
CUST00573,43,Male,Central,Bachelor,Mid,4,1,18.91,5.0,2,7,12,3.0,Month-to-Month,0,1,0,None,Persuadable,1
CUST02928,42,Female,East,Master,Lower-Mid,9,2,129.91,30.0,1,12,3,1.0,Month-to-Month,1,0,1,Free Upgrade,Sure Thing,1
CUST01899,46,Male,North,Bachelor,Upper-Mid,45,1,40.76,7.0,1,9,1,4.0,Month-to-Month,1,1,1,Loyalty Bonus,Persuadable,0
CUST01847,55,Female,West,Bachelor,Low,28,3,48.0,1.0,0,6,8,4.0,One Year,1,2,0,None,Sleeping Dog,0
CUST03172,47,Female,East,Bachelor,Lower-Mid,47,2,78.18,30.0,1,11,6,2.0,Month-to-Month,1,1,1,Discount,Sleeping Dog,1
CUST00876,61,Female,South,Bachelor,Low,22,1,99.85,7.0,2,5,56,4.0,Month-to-Month,1,1,0,None,Persuadable,1
CUST00104,30,Male,Central,Bachelor,Mid,36,2,19.19,3.0,2,7,1,5.0,Month-to-Month,0,0,0,None,Persuadable,0
CUST00723,23,Male,North,Bachelor,Lower-Mid,3,1,42.44,0.0,1,4,10,3.0,One Year,0,2,0,None,Persuadable,1
CUST00411,48,Female,West,Master,Mid,41,1,49.37,0.0,0,12,57,4.0,Month-to-Month,1,1,1,Discount,Sleeping Dog,0
CUST02355,54,Female,East,Diploma,Mid,1,3,143.67,,2,8,26,1.0,Month-to-Month,1,2,0,None,Sleeping Dog,1
CUST01179,28,Male,South,Master,Upper-Mid,38,4,38.1,0.0,1,7,21,3.0,Month-to-Month,0,0,1,Discount,Sure Thing,0
CUST03322,29,Female,South,Bachelor,Lower-Mid,42,3,42.56,7.0,1,10,22,1.0,One Year,1,1,1,Discount,Sure Thing,0
CUST00605,44,Female,East,,Mid,34,3,158.47,30.0,0,7,14,4.0,Two Year,0,1,0,None,Lost Cause,0
CUST03372,25,Female,North,Master,Upper-Mid,10,3,138.39,2.0,2,11,13,5.0,Two Year,1,0,0,None,Sure Thing,0
CUST01234,70,Female,South,High School,Mid,53,2,68.95,7.0,0,7,61,4.0,One Year,1,0,1,Free Upgrade,Sleeping Dog,0
CUST02777,36,Male,Central,Diploma,Upper-Mid,34,2,108.21,0.0,3,6,5,4.0,One Year,1,2,1,Free Upgrade,Lost Cause,0
CUST01434,33,Female,East,Bachelor,Low,27,2,160.22,,0,6,12,2.0,One Year,1,1,0,None,Sure Thing,0
CUST00385,30,Male,North,Master,Upper-Mid,86,2,42.25,1.0,0,6,19,,One Year,1,1,0,None,Sure Thing,0
CUST00894,54,Female,South,High School,Low,9,2,161.53,,3,12,46,5.0,Month-to-Month,0,1,0,None,Sleeping Dog,1
CUST00057,29,Female,South,Bachelor,Lower-Mid,19,2,170.14,10.0,1,12,21,3.0,Two Year,1,0,1,Loyalty Bonus,Lost Cause,0
CUST02502,51,Female,East,Master,Mid,4,2,81.27,3.0,2,3,21,4.0,Month-to-Month,1,1,1,Personal Outreach,Sleeping Dog,1
CUST00712,38,Female,North,High School,Upper-Mid,61,1,62.31,10.0,3,9,8,3.0,Month-to-Month,0,0,1,Discount,Sleeping Dog,1
CUST00325,27,Male,North,Bachelor,Upper-Mid,1,3,71.75,1.0,0,7,10,4.0,One Year,0,0,0,None,Persuadable,1
CUST01803,31,Female,South,PhD,Upper-Mid,50,2,76.91,3.0,0,5,54,1.0,Month-to-Month,0,0,1,Loyalty Bonus,Persuadable,1
CUST00079,41,Female,West,Bachelor,Upper-Mid,176,1,127.27,,4,6,44,5.0,Month-to-Month,0,1,1,Personal Outreach,Sleeping Dog,1
CUST00541,50,Male,North,Bachelor,Upper-Mid,28,1,19.01,1.0,0,12,7,4.0,Month-to-Month,1,1,1,Loyalty Bonus,Sure Thing,0
CUST00356,27,Female,West,High School,Upper-Mid,42,3,75.2,0.0,1,9,34,2.0,Month-to-Month,0,0,1,Free Upgrade,Persuadable,0
CUST02472,68,Female,East,High School,Mid,29,4,68.09,1.0,2,11,69,5.0,One Year,1,0,0,None,Sure Thing,0
CUST01843,33,Female,South,Bachelor,Mid,51,2,90.94,0.0,1,9,56,2.0,Month-to-Month,0,1,0,None,Sleeping Dog,1
CUST00360,30,Male,Central,Master,Upper-Mid,24,1,33.77,30.0,1,12,9,2.0,One Year,1,1,1,Free Upgrade,Persuadable,0
CUST01019,36,Female,South,Diploma,Lower-Mid,23,1,69.98,30.0,1,9,15,5.0,Month-to-Month,1,0,1,Discount,Sure Thing,1
CUST02131,45,Female,West,Diploma,Mid,31,1,29.35,3.0,0,8,37,2.0,Month-to-Month,0,2,0,None,Sure Thing,1
CUST03299,26,Male,North,Bachelor,Low,22,4,47.05,3.0,0,7,1,5.0,Month-to-Month,1,1,1,Loyalty Bonus,Persuadable,1
CUST03469,34,Male,Central,Bachelor,Low,33,2,61.32,2.0,2,8,7,1.0,One Year,1,1,0,None,Persuadable,1
CUST00916,43,Other,East,Master,,2,1,56.32,0.0,3,12,11,2.0,One Year,1,2,0,None,Sleeping Dog,1
CUST00308,32,Other,South,,High,120,2,172.73,30.0,1,9,32,5.0,Two Year,0,0,1,Loyalty Bonus,Persuadable,0
CUST01414,65,Female,Central,Bachelor,Low,10,2,58.52,0.0,1,11,1,4.0,Month-to-Month,0,1,1,Personal Outreach,Sure Thing,0
CUST00814,42,Male,North,PhD,Low,26,1,66.37,0.0,3,8,29,5.0,Two Year,1,0,0,None,Sleeping Dog,0
CUST00042,42,Male,West,Bachelor,Lower-Mid,8,1,61.42,2.0,0,7,17,,One Year,0,2,0,None,Sleeping Dog,1
CUST02061,50,Male,Central,Master,Mid,14,2,89.0,30.0,0,6,74,5.0,Month-to-Month,1,3,0,None,Sleeping Dog,1
CUST01406,30,Male,East,Bachelor,Upper-Mid,23,2,137.32,1.0,4,5,1,4.0,Month-to-Month,0,0,0,None,Lost Cause,1
CUST01813,59,Female,North,Bachelor,Upper-Mid,46,4,32.92,2.0,2,12,49,4.0,One Year,0,2,1,Free Upgrade,Persuadable,0
CUST02882,18,Female,West,High School,Mid,5,1,83.29,2.0,0,5,23,2.0,One Year,0,0,0,None,Sure Thing,1
CUST01682,39,Other,Central,Bachelor,Lower-Mid,17,2,104.9,10.0,2,4,10,4.0,Month-to-Month,0,2,1,Discount,Lost Cause,1
CUST00883,34,Male,East,High School,Low,110,2,111.34,5.0,0,6,4,4.0,Month-to-Month,1,0,1,Free Upgrade,Sure Thing,0
CUST01885,39,Female,West,Bachelor,Lower-Mid,26,1,53.91,30.0,1,7,3,4.0,One Year,1,2,1,Loyalty Bonus,Sleeping Dog,0
CUST02083,22,Other,North,Diploma,Upper-Mid,97,1,59.01,1.0,2,8,11,,Month-to-Month,0,0,0,None,Sleeping Dog,0
CUST00699,51,Female,South,High School,Mid,10,1,59.75,3.0,2,7,60,4.0,Month-to-Month,1,3,1,Discount,Sleeping Dog,1
CUST02559,43,Female,East,Master,Lower-Mid,17,1,85.53,10.0,1,8,6,5.0,One Year,0,1,1,Discount,Persuadable,0
CUST02791,47,Female,South,Bachelor,Lower-Mid,16,2,100.86,5.0,1,12,14,4.0,Two Year,0,0,0,None,Lost Cause,0
CUST00004,58,Male,East,Master,Upper-Mid,42,3,25.26,10.0,2,7,6,5.0,Month-to-Month,1,0,1,Personal Outreach,Lost Cause,0
CUST02234,50,Male,East,Master,Lower-Mid,13,2,58.21,30.0,1,12,1,4.0,One Year,1,0,0,None,Sleeping Dog,0
CUST00216,49,Female,West,,Upper-Mid,8,2,154.57,,1,5,19,4.0,One Year,1,2,1,Loyalty Bonus,Persuadable,0
CUST00977,34,Female,Central,Diploma,Upper-Mid,19,3,79.68,1.0,1,15,13,4.0,Two Year,1,0,0,None,Sure Thing,0
CUST00099,40,Female,West,Bachelor,,34,4,100.73,15.0,2,7,7,1.0,Month-to-Month,1,2,0,None,Sleeping Dog,1
CUST02442,56,Male,East,Diploma,Mid,10,1,80.63,30.0,2,8,27,5.0,Month-to-Month,1,0,1,Discount,Persuadable,1
CUST00649,37,Male,East,High School,Low,72,2,45.42,1.0,2,10,5,1.0,One Year,1,0,1,Loyalty Bonus,Sleeping Dog,1
CUST03156,20,Female,West,PhD,Mid,1,3,61.8,1.0,1,7,2,2.0,Month-to-Month,0,0,1,Personal Outreach,Lost Cause,1
CUST01371,37,Male,South,Diploma,Lower-Mid,27,4,72.24,30.0,1,7,21,4.0,Month-to-Month,0,0,1,Discount,Sure Thing,1
CUST01567,40,Female,East,Master,Mid,11,2,56.04,5.0,1,5,19,4.0,One Year,1,0,0,None,Sleeping Dog,0
CUST03022,34,Male,West,High School,High,28,4,56.29,2.0,2,5,5,4.0,Month-to-Month,1,1,0,None,Sleeping Dog,1
CUST02745,18,Male,East,,Mid,4,1,172.88,0.0,1,10,7,2.0,Two Year,1,2,1,Free Upgrade,Sure Thing,0
CUST01724,47,Female,West,High School,Low,10,2,61.4,15.0,0,10,13,4.0,Month-to-Month,1,1,1,Free Upgrade,Sure Thing,1
CUST03325,53,Female,South,Bachelor,Mid,87,2,148.62,5.0,1,4,18,5.0,Month-to-Month,1,0,0,None,Sleeping Dog,0
CUST01192,23,Male,East,Master,Mid,31,1,95.04,5.0,1,7,27,2.0,Two Year,0,0,0,None,Sleeping Dog,0
CUST03182,46,Female,East,Bachelor,High,1,1,107.09,30.0,1,8,3,3.0,One Year,1,0,1,Personal Outreach,Lost Cause,1
CUST02216,43,Female,South,Diploma,Mid,28,1,33.22,10.0,5,8,5,3.0,Month-to-Month,1,1,0,None,Persuadable,1
CUST01517,58,Female,North,Bachelor,Low,25,1,26.34,1.0,3,5,3,5.0,Two Year,0,0,0,None,Lost Cause,0
CUST00701,33,male,West,Master,Mid,9,2,33.22,,1,9,1,4.0,One Year,1,2,0,None,Sleeping Dog,0
CUST00456,30,Male,North,High School,Upper-Mid,17,2,103.06,0.0,1,6,15,2.0,Month-to-Month,1,2,0,None,Lost Cause,1
CUST00005,37,Female,South,Diploma,Mid,15,1,19.25,3.0,1,10,18,2.0,Two Year,1,1,1,Free Upgrade,Persuadable,0
CUST01946,35,Female,East,High School,Upper-Mid,10,2,84.38,1.0,0,10,14,4.0,Month-to-Month,1,2,1,Discount,Sure Thing,0
CUST01767,66,Female,West,Bachelor,Low,18,4,74.61,30.0,2,9,3,3.0,One Year,1,1,0,None,Sleeping Dog,0
CUST01580,30,Female,North,Bachelor,Mid,64,2,56.38,,2,13,4,5.0,Two Year,1,1,0,None,Sleeping Dog,0
CUST02607,32,Female,West,Bachelor,Mid,120,1,53.27,7.0,0,7,52,3.0,Month-to-Month,1,2,0,None,Lost Cause,0
CUST00522,46,Female,South,PhD,Low,47,4,67.3,5.0,1,10,37,5.0,Month-to-Month,0,0,1,Personal Outreach,Persuadable,0
CUST01261,46,Male,West,High School,Upper-Mid,29,1,173.45,0.0,0,4,2,3.0,Month-to-Month,0,0,1,Discount,Sleeping Dog,1
CUST01684,43,Female,North,Diploma,High,12,3,28.57,,0,8,11,4.0,Month-to-Month,0,1,0,None,Sleeping Dog,1
CUST02305,63,Male,East,Diploma,Low,56,2,28.3,0.0,0,7,5,5.0,Month-to-Month,0,2,0,None,Sleeping Dog,1
CUST01038,22,Female,North,Diploma,Mid,11,2,66.48,1.0,3,8,21,2.0,One Year,0,1,0,None,Lost Cause,1
CUST00390,33,Male,West,Diploma,Mid,26,2,67.54,3.0,2,7,51,5.0,Month-to-Month,1,0,0,None,Lost Cause,0
CUST00952,44,Female,West,Bachelor,Lower-Mid,19,1,133.91,0.0,0,9,17,2.0,Month-to-Month,0,1,0,None,Lost Cause,0
CUST01511,26,Male,Central,Bachelor,Upper-Mid,9,2,88.69,1.0,4,6,4,1.0,Two Year,0,0,0,None,Persuadable,1
CUST00412,26,Male,North,Master,Mid,27,2,36.15,1.0,0,5,27,5.0,Month-to-Month,0,0,1,Loyalty Bonus,Sure Thing,1
CUST02200,45,Male,North,Master,,13,1,28.56,15.0,3,18,2,4.0,Two Year,0,1,1,Personal Outreach,Sure Thing,0
CUST03260,57,Female,South,Diploma,Mid,99,2,127.43,2.0,1,10,29,5.0,Month-to-Month,0,1,0,None,Persuadable,0
CUST02028,54,Male,East,Master,Upper-Mid,1,1,33.7,,1,7,8,5.0,Two Year,1,1,0,None,Lost Cause,0
CUST02509,23,Female,South,Diploma,Lower-Mid,37,1,50.7,2.0,2,5,4,1.0,Month-to-Month,1,4,0,None,Sleeping Dog,1
CUST01302,51,Male,North,Bachelor,High,32,2,70.05,0.0,1,6,5,4.0,Month-to-Month,0,1,1,Personal Outreach,Persuadable,0
CUST03006,23,Male,West,Bachelor,Mid,2,1,33.98,0.0,3,7,22,5.0,Month-to-Month,1,0,0,None,Persuadable,1
CUST01297,51,Female,Central,Bachelor,Upper-Mid,19,2,231.36,7.0,1,8,34,3.0,Month-to-Month,1,0,1,Personal Outreach,Sure Thing,1
CUST02055,23,F,East,Master,Low,101,1,39.54,7.0,2,10,40,2.0,Month-to-Month,1,1,0,None,Persuadable,1
CUST02356,43,Male,North,Diploma,Upper-Mid,42,1,103.64,30.0,3,6,35,4.0,Month-to-Month,1,3,1,Free Upgrade,Lost Cause,0
CUST03342,37,Female,East,High School,Lower-Mid,20,2,34.49,5.0,2,3,21,3.0,Month-to-Month,0,0,1,Free Upgrade,Persuadable,1
CUST00759,29,Male,East,Diploma,Lower-Mid,32,2,34.68,3.0,1,10,19,3.0,Month-to-Month,0,1,1,Loyalty Bonus,Persuadable,0
CUST02075,32,Male,Central,Bachelor,High,5,2,170.92,15.0,1,7,2,2.0,One Year,0,0,0,None,Sleeping Dog,1
CUST01318,36,Female,South,High School,Lower-Mid,24,2,141.51,3.0,1,10,1,3.0,Month-to-Month,1,0,0,None,Lost Cause,1
CUST00074,58,Female,North,Diploma,Lower-Mid,14,3,30.26,3.0,1,6,1,2.0,Two Year,1,0,0,None,Sleeping Dog,0
CUST00026,41,Female,South,High School,Upper-Mid,45,2,100.3,0.0,1,5,18,4.0,Month-to-Month,1,0,1,Free Upgrade,Persuadable,0
CUST02761,47,Male,Central,,,57,2,60.02,0.0,1,7,2,4.0,Two Year,0,2,0,None,Sleeping Dog,1
CUST01127,43,Male,West,Bachelor,Low,4,1,90.54,7.0,2,10,30,5.0,Month-to-Month,0,0,1,Personal Outreach,Persuadable,1
CUST01140,48,Male,West,Diploma,Lower-Mid,6,2,180.81,1.0,1,10,45,5.0,One Year,0,3,1,Loyalty Bonus,Sure Thing,0
CUST00506,34,Male,North,High School,Lower-Mid,2,2,77.07,3.0,2,9,40,2.0,One Year,0,2,0,None,Sure Thing,1
CUST01561,39,Female,East,Bachelor,Lower-Mid,1,2,113.82,15.0,3,9,25,2.0,One Year,0,2,0,None,Sleeping Dog,1
CUST02093,47,Male,West,Bachelor,Upper-Mid,77,1,73.12,30.0,1,10,13,3.0,One Year,1,1,0,None,Lost Cause,0
CUST01121,53,Male,Central,Bachelor,Mid,33,3,96.28,10.0,1,11,18,3.0,One Year,1,1,0,None,Lost Cause,0
CUST03198,18,Other,West,Bachelor,Mid,3,2,81.59,0.0,1,15,16,5.0,Two Year,1,3,1,Discount,Lost Cause,0
CUST00587,34,Female,North,Master,Mid,24,1,38.88,15.0,2,7,1,2.0,Two Year,1,1,0,None,Persuadable,0
CUST02731,54,Female,North,Diploma,,17,2,36.68,0.0,3,6,2,1.0,Month-to-Month,1,0,0,None,Sleeping Dog,1
CUST00612,39,Female,South,PhD,Lower-Mid,14,2,174.13,0.0,4,8,18,3.0,Month-to-Month,0,1,1,Loyalty Bonus,Sleeping Dog,1
CUST01090,37,Male,South,Bachelor,Mid,37,3,2036.8007731327564,0.0,1,6,60,3.0,Month-to-Month,0,1,1,Personal Outreach,Sure Thing,0
CUST01536,20,Male,West,,Mid,47,2,70.25,10.0,2,13,11,3.0,Month-to-Month,1,0,0,None,Sure Thing,0
CUST01409,36,Female,North,Bachelor,Lower-Mid,33,3,66.59,2.0,0,8,14,5.0,One Year,1,1,1,Loyalty Bonus,Sure Thing,0
CUST00349,31,Male,East,Bachelor,Mid,60,3,44.29,5.0,2,4,12,2.0,Month-to-Month,1,4,1,Free Upgrade,Lost Cause,0
CUST00886,62,Male,Central,PhD,Upper-Mid,92,2,105.6,3.0,0,11,8,,Two Year,1,0,1,Personal Outreach,Persuadable,0
CUST03417,50,Female,South,,Upper-Mid,26,2,132.28,15.0,1,12,7,4.0,One Year,0,0,0,None,Sleeping Dog,1
CUST02920,55,Female,East,Bachelor,High,4,1,98.7,1.0,3,8,5,4.0,Two Year,1,0,0,None,Sleeping Dog,0
CUST00783,44,Male,Central,High School,Mid,27,1,38.12,,0,6,21,4.0,Month-to-Month,0,1,0,None,Sleeping Dog,0
CUST03043,32,Female,East,Diploma,Mid,1,2,102.57,15.0,3,6,30,4.0,Month-to-Month,1,1,1,Discount,Lost Cause,1
CUST02310,50,Other,Central,Diploma,Mid,113,2,46.39,0.0,2,8,8,4.0,Month-to-Month,1,0,0,None,Sleeping Dog,0
CUST00630,53,male,East,Bachelor,Lower-Mid,5,3,115.87,,1,2,2,1.0,Month-to-Month,0,1,0,None,Persuadable,1
CUST00409,41,Male,Central,PhD,Upper-Mid,29,1,90.89,0.0,2,8,14,4.0,Month-to-Month,0,2,0,None,Sure Thing,1
CUST00165,51,Male,West,Bachelor,Mid,11,1,82.75,15.0,5,9,14,4.0,Month-to-Month,0,1,0,None,Sure Thing,1
CUST02775,34,Male,East,High School,Low,14,2,154.53,10.0,1,11,2,2.0,Month-to-Month,0,1,0,None,Lost Cause,1
CUST01970,53,Female,South,Diploma,High,15,1,66.56,0.0,2,8,6,4.0,Month-to-Month,1,1,1,Discount,Lost Cause,0
CUST01650,71,Male,West,High School,Upper-Mid,20,1,20.47,,1,4,40,3.0,One Year,0,0,0,None,Lost Cause,1
CUST02302,28,Male,South,Master,Mid,1,1,57.26,0.0,2,7,5,5.0,One Year,1,2,0,None,Sleeping Dog,0
CUST01088,42,F,South,Bachelor,Mid,12,1,89.49,2.0,1,7,2,2.0,Two Year,1,0,1,Loyalty Bonus,Persuadable,0
CUST03347,36,Female,Central,,Low,120,2,47.14,2.0,0,8,19,3.0,Month-to-Month,1,2,0,None,Lost Cause,1
CUST02490,18,Male,Central,High School,Low,61,1,239.84,30.0,1,9,7,4.0,Month-to-Month,0,0,0,None,Sure Thing,1
CUST02406,56,Male,East,Bachelor,Upper-Mid,58,1,157.47,3.0,1,8,13,5.0,Month-to-Month,0,0,0,None,Sure Thing,0
CUST02321,45,Female,East,Diploma,Low,24,2,29.58,5.0,1,10,2,1.0,Month-to-Month,1,0,0,None,Lost Cause,1
CUST01755,46,Female,Central,Master,Upper-Mid,1,1,49.69,30.0,0,8,7,4.0,Two Year,1,0,0,None,Persuadable,0
CUST00295,44,Male,North,Bachelor,Lower-Mid,52,2,13.52,15.0,2,9,25,4.0,Month-to-Month,0,1,1,Loyalty Bonus,Sure Thing,1
CUST00966,57,Female,Central,Bachelor,Lower-Mid,19,2,60.13,0.0,0,10,7,1.0,One Year,1,1,1,Loyalty Bonus,Sleeping Dog,1
CUST01823,37,Female,North,High School,Mid,23,1,15.62,1.0,2,7,54,3.0,One Year,0,0,1,Discount,Sleeping Dog,1
CUST03032,32,Female,East,,Mid,12,1,62.95,3.0,1,10,20,4.0,One Year,1,2,1,Free Upgrade,Lost Cause,0
CUST00529,43,Male,Central,Bachelor,Upper-Mid,14,4,34.63,1.0,1,4,5,1.0,Two Year,0,0,1,Personal Outreach,Persuadable,0
CUST01969,37,Male,Central,Diploma,,15,1,50.05,15.0,5,4,5,4.0,Month-to-Month,0,0,1,Free Upgrade,Persuadable,1
CUST00028,44,Male,East,Diploma,Low,4,2,32.9,,2,8,47,3.0,Month-to-Month,0,0,1,Discount,Persuadable,0
CUST02329,48,Female,West,Master,Upper-Mid,12,3,36.5,3.0,1,6,9,,Month-to-Month,0,2,1,Loyalty Bonus,Persuadable,0
CUST01674,28,Female,West,High School,Mid,17,2,101.98,30.0,2,9,6,3.0,Two Year,0,1,0,None,Lost Cause,0
CUST00275,28,Male,North,Master,High,48,2,35.15,3.0,2,4,26,2.0,Month-to-Month,1,1,1,Loyalty Bonus,Persuadable,1
CUST01073,40,Male,East,Diploma,Mid,97,2,36.26,1.0,1,6,8,4.0,Two Year,0,1,0,None,Persuadable,0
CUST01075,51,Male,South,Diploma,Low,22,4,129.84,5.0,5,6,20,4.0,One Year,1,0,0,None,Sleeping Dog,0
CUST02260,42,Female,Central,High School,Mid,13,2,80.54,10.0,2,9,1,5.0,One Year,0,6,0,None,Persuadable,0
CUST02604,25,Female,East,High School,Mid,7,3,152.25,0.0,1,9,1,5.0,Month-to-Month,1,0,1,Discount,Sleeping Dog,0
CUST00586,42,Male,East,Bachelor,High,63,1,50.79,0.0,1,5,32,4.0,Two Year,0,0,0,None,Sleeping Dog,0
